caption,name,vendor,
ProBase/C - ADE,ProBase/C - ADE,Diebold Nixdorf,
HP Product FWUpdater,HP Product FWUpdater,Hewlett-Packard Company,
Malwarebytes version 3.6.1.2711,Malwarebytes version 3.6.1.2711,Malwarebytes,
RealPlayer,RealPlayer,RealNetworks,
Self-Service Plug-in,Self-Service Plug-in,"Cloud Software Group, Inc.",
IBM CICS Universal Client,IBM CICS Universal Client,,
Ingenico USB Drivers Package (JUNGO v36) 2.80 (remove only),Ingenico USB Drivers Package (JUNGO v36) 2.80 (remove only),,
Application FastLane 4.4 VStore Ver. 04.01.14,Application FastLane 4.4 VStore Ver. 04.01.14,NCR,
XMState for CashManagement Ver. 3.00.08,XMState for CashManagement Ver. 3.00.08,NCR,
FastLane Media 4.4,FastLane Media 4.4,,
TunTrust Token Manager (Remove only),TunTrust Token Manager (Remove only),TunTrust,
SimonsVoss CommNodeAgent,SimonsVoss CommNodeAgent,SimonsVoss Technologies GmbH,
SNS Upload for Easy Document Creator,SNS Upload for Easy Document Creator,"Samsung Electronics Co.,Ltd",
BlueControlProfessional,BlueControlProfessional,Aug. Winkhaus GmbH & Co. KG,
BME NOR 2200H,BME NOR 2200H,Schneider Electric,
Trellix Endpoint Security (HX) Agent,Trellix Endpoint Security (HX) Agent,FireEye,
ACQUITY Column Manager,ACQUITY Column Manager,Waters Corporation,
NI-MX Expert Framework 2.6.2,NI-MX Expert Framework 2.6.2,National Instruments,
NI Timing Installer 2.2.5,NI Timing Installer 2.2.5,National Instruments,
NI Calibration Provider for MAX 4.7.0,NI Calibration Provider for MAX 4.7.0,National Instruments,
NI-DAQmx MAX Configuration Support 9.2.3,NI-DAQmx MAX Configuration Support 9.2.3,National Instruments,
NI System Configuration 1.1.3,NI System Configuration 1.1.3,National Instruments,
ACQUITY PDA Detector,ACQUITY PDA Detector,Waters Corporation,
ThermoXcaliburFoundationSU,ThermoXcaliburFoundationSU,Thermo Fisher Scientific Inc.,
KYOCERA Status Monitor 4,KYOCERA Status Monitor 4,KYOCERA Document Solutions Inc.,
Printianavi2,Printianavi2,,
MapDK IV,MapDK IV,,
Iec870,Iec870,Servelec Technologies,
ModbusMaster,ModbusMaster,Servelec Technologies,
PXU Devicedriver,PXU Devicedriver,,
TBox LT2/MS32S2 DatabaseArchiver_Addon,TBox LT2/MS32S2 DatabaseArchiver_Addon,,
TBox MS32 TagArchiver_Addon,TBox MS32 TagArchiver_Addon,,
ASUS VGA Driver,ASUS VGA Driver,Nome società,
XFS CRD Service Provider,XFS CRD Service Provider,NCR,
USB Encrypting Pin Pad TR34,USB Encrypting Pin Pad TR34,NCR,
USBContactlessCardReader,USBContactlessCardReader,NCR,
.NET Assemblies for Advance NDC,.NET Assemblies for Advance NDC,NCR,
USBContactlessCardReader2,USBContactlessCardReader2,NCR,
XFS PIN Service Provider,XFS PIN Service Provider,NCR ,
XFS NDEP Service Provider,XFS NDEP Service Provider,NCR,
XFS DPM Service Provider,XFS DPM Service Provider,NCR,
USB Encrypting Pin Pad 2,USB Encrypting Pin Pad 2,NCR,
XFS SIGN Service Provider,XFS SIGN Service Provider,NCR Corporation,
RS232USBConverter,RS232USBConverter,NCR (FSG) Ltd,
XFS SDM Service Provider,XFS SDM Service Provider,NCR,
XFS BRM Service Provider,XFS BRM Service Provider,NCR,
XFS SCPM Service Provider,XFS SCPM Service Provider,NCR,
XFS SIU Service Provider,XFS SIU Service Provider,NCR,
USBCurrencyDispenser,USBCurrencyDispenser,NCR,
USBEnhancedMediaEntryExitIndicators,USBEnhancedMediaEntryExitIndicators,NCR,
Java Runtime Environment 1.0.8_51 for ProBase,Java Runtime Environment 1.0.8_51 for ProBase,Wincor Nixdorf International GmbH,
AutoCAD Open in Desktop,AutoCAD Open in Desktop,Autodesk,
USB_Burning_Tool,USB_Burning_Tool,"Amlogic, Inc.",
NI-RIO Chinch 13.1 (64-bit),NI-RIO Chinch 13.1 (64-bit),National Instruments,
NI-RIO 13.1 FPGA Driver (64-bit),NI-RIO 13.1 FPGA Driver (64-bit),National Instruments,
NI Assistant Framework LabVIEW Code Generator 2012 (64-bit),NI Assistant Framework LabVIEW Code Generator 2012 (64-bit),National Instruments,
NI LabVIEW 2013 SP1 Real-Time Support for cRIO,NI LabVIEW 2013 SP1 Real-Time Support for cRIO,National Instruments,
NI-IMAQdx 4.3.5 .NET Support,NI-IMAQdx 4.3.5 .NET Support,National Instruments,
NI System Web Server Base 13.5.0 (64-bit),NI System Web Server Base 13.5.0 (64-bit),National Instruments,
NI SSL LabVIEW 2013 SP1 Support,NI SSL LabVIEW 2013 SP1 Support,National Instruments,
NI LabVIEW 2012 SP1 FPGA基本IO通用,NI LabVIEW 2012 SP1 FPGA基本IO通用,National Instruments,
NI LabVIEW 2013 Desktop Execution Trace Toolkit,NI LabVIEW 2013 Desktop Execution Trace Toolkit,National Instruments,
NI Vision Acquisition Express VI LabVIEW 2013,NI Vision Acquisition Express VI LabVIEW 2013,National Instruments,
VI Package Manager 2013 SP1,VI Package Manager 2013 SP1,National Instruments,
NI LabVIEW 2013 Real-Time USB Support,NI LabVIEW 2013 Real-Time USB Support,National Instruments,
NI FlexRIO 13.2 for LabVIEW Real-Time,NI FlexRIO 13.2 for LabVIEW Real-Time,National Instruments,
NI LabVIEW 2010 SP1 FPGA Support for Host Analysis,NI LabVIEW 2010 SP1 FPGA Support for Host Analysis,National Instruments,
Advantech AMONet Device Drivers & Manager,Advantech AMONet Device Drivers & Manager,Advantech,
NI-APAL 2.3.2 Error Files for LabVIEW RT,NI-APAL 2.3.2 Error Files for LabVIEW RT,National Instruments,
NI Vision Common Resources 2013 SP1,NI Vision Common Resources 2013 SP1,National Instruments,
NI Vision Acquisition Express VI LabVIEW 2010,NI Vision Acquisition Express VI LabVIEW 2010,National Instruments,
NI-WatchDog 5.3 for LabVIEW Real-Time,NI-WatchDog 5.3 for LabVIEW Real-Time,National Instruments,
NI LabVIEW 2013 Real-Time FTP Server,NI LabVIEW 2013 Real-Time FTP Server,National Instruments,
NI LabVIEW 2011 Real-Time VxWorks Base,NI LabVIEW 2011 Real-Time VxWorks Base,National Instruments,
NI LabVIEW 2012 Real-Time VxWorks Floating Point,NI LabVIEW 2012 Real-Time VxWorks Floating Point,National Instruments,
NI LabVIEW 2011 SP1 FPGA Support for Host Analysis,NI LabVIEW 2011 SP1 FPGA Support for Host Analysis,National Instruments,
NI-P2P 1.2.2 Support for LabVIEW 2012 (32-bit),NI-P2P 1.2.2 Support for LabVIEW 2012 (32-bit),National Instruments,
NI LabVIEW 2010 Real-Time VxWorks Floating Point,NI LabVIEW 2010 Real-Time VxWorks Floating Point,National Instruments,
NI Vision Acquisition Express VI LabVIEW 2013 64-bit,NI Vision Acquisition Express VI LabVIEW 2013 64-bit,National Instruments,
百度输入法,百度输入法,百度在线网络技术（北京）有限公司,
congatec CGOS API,congatec CGOS API,,
DESKO Virtual COM Software,DESKO Virtual COM Software,DESKO GmbH,
HID veriCLASS Drivers,HID veriCLASS Drivers,HID Global Corporation,
Crews Egate version 3.2.7.0,Crews Egate version 3.2.7.0,,
Crews Egate version 3.2.9.0,Crews Egate version 3.2.9.0,,
HID OMNIKEY 3x2x PC/SC Driver,HID OMNIKEY 3x2x PC/SC Driver,HID Global Corporation,
CIDTestAP 6.0,CIDTestAP 6.0,SysKing,
NCRetail,NCRetail,N.C.P.I.,
EPSON TM-T20III Utility,EPSON TM-T20III Utility,Seiko Epson Corporation,
FactoryTalk® View Site Edition Server 8.00.00 (CPR 9 SR 7),FactoryTalk® View Site Edition Server 8.00.00 (CPR 9 SR 7),"Rockwell Automation, Inc.",
HP JumpStart Launch,HP JumpStart Launch,HP Inc.,
HP JumpStart Apps,HP JumpStart Apps,HP Inc.,
RSLinx Classic 4.10.00 CPR 9 SR 11.0,RSLinx Classic 4.10.00 CPR 9 SR 11.0,"Rockwell Automation, Inc.",
HP Sure Click,HP Sure Click,HP Inc.,
RSLogix 500 English 12.00.00,RSLogix 500 English 12.00.00,Rockwell Automation Inc,
C-more Programming Software Ver6.41,C-more Programming Software Ver6.41,AutomationDirect.com,
FactoryTalk Services Platform 3.00.00 (CPR 9 SR 10),FactoryTalk Services Platform 3.00.00 (CPR 9 SR 10),"Rockwell Automation, Inc.",
TIA Administrator - AWB Software Management  V1.0 + SP1,TIA Administrator - AWB Software Management  V1.0 + SP1,Siemens AG,
Lenovo Registration,Lenovo Registration,Lenovo Inc.,
RSLinx Classic 2.59.00 CPR 9 SR 5,RSLinx Classic 2.59.00 CPR 9 SR 5,"Rockwell Automation, Inc.",
Roxio Creator Business v10,Roxio Creator Business v10,Roxio,
RSLogix 500 English 8.40.00 (CPR 9),RSLogix 500 English 8.40.00 (CPR 9),Rockwell Automation Inc,
FactoryTalk Activation Manager 3.30 (CPR 9 SR 3),FactoryTalk Activation Manager 3.30 (CPR 9 SR 3),"Rockwell Automation, Inc.",
LibreOffice 5.2.1.2,LibreOffice 5.2.1.2,The Document Foundation,
ibaPDA v7.3.1,ibaPDA v7.3.1,iba AG,
KELK Desktop Bar 01_00,KELK Desktop Bar 01_00,George Kelk Corp.,
KELK Instrumentation Panel,KELK Instrumentation Panel,KELK (Vishay Precision Group Canada ULC),
Studio 5000 Logix Designer Online Books v29.0.0,Studio 5000 Logix Designer Online Books v29.0.0,"Rockwell Automation, Inc.",
LabVIEW FPGA Compilation Tool for Vivado 2019.1 - Part 9,LabVIEW FPGA Compilation Tool for Vivado 2019.1 - Part 9,National Instruments,
NI Package Manager Deployment Support 22.8,NI Package Manager Deployment Support 22.8,National Instruments,
LabVIEW FPGA Compilation Tool for Vivado 2019.1 - Part 8,LabVIEW FPGA Compilation Tool for Vivado 2019.1 - Part 8,National Instruments,
Document Explorer 2020,Document Explorer 2020,"SAPIEN Technologies, Inc.",
TeamViewer 15.13.6.0,TeamViewer 15.13.6.0,lrepacks.ru,
FileZilla Client 3.27.1,FileZilla Client 3.27.1,Tim Kosse,
Realtek HDMI Audio Driver for ATI,Realtek HDMI Audio Driver for ATI,Realtek Semiconductor Corp.,
NI FlexRIO Mite 14.0,NI FlexRIO Mite 14.0,National Instruments,
NI Vision Acquisition Express VI LabVIEW 2014,NI Vision Acquisition Express VI LabVIEW 2014,National Instruments,
NI-DIM 3.1.0f0 for Phar Lap ETS,NI-DIM 3.1.0f0 for Phar Lap ETS,National Instruments,
NI-RIO MAX Provider 14.0.1,NI-RIO MAX Provider 14.0.1,National Instruments,
NI-IMAQdx 14.0.0 .NET Support,NI-IMAQdx 14.0.0 .NET Support,National Instruments,
NI-IMAQ 14.0.0 32-bit Driver Support,NI-IMAQ 14.0.0 32-bit Driver Support,National Instruments,
NI-RIO 14.0.1 FPGA Driver (32-bit),NI-RIO 14.0.1 FPGA Driver (32-bit),National Instruments,
NI Vision Acq Remote Provider LV2014,NI Vision Acq Remote Provider LV2014,National Instruments,
NI-IMAQ I/O Runtime 14.0,NI-IMAQ I/O Runtime 14.0,National Instruments,
NI-APAL 14.0 Error Files for LabVIEW RT,NI-APAL 14.0 Error Files for LabVIEW RT,National Instruments,
NI Certificate Management Web Service 2014,NI Certificate Management Web Service 2014,National Instruments,
NI-IMAQdx Expert RT 1.0.1,NI-IMAQdx Expert RT 1.0.1,National Instruments,
NI LabVIEW 2012 SP1 FPGA Elemental IO Common,NI LabVIEW 2012 SP1 FPGA Elemental IO Common,National Instruments,
NI Curl 2014 Real-Time Support,NI Curl 2014 Real-Time Support,National Instruments,
NI LabVIEW 2014 Real-Time Support for cDAQ,NI LabVIEW 2014 Real-Time Support for cDAQ,National Instruments,
NI LabVIEW 2013 SP1 Integer Math and Analysis,NI LabVIEW 2013 SP1 Integer Math and Analysis,National Instruments,
NI Execution Services for LabVIEW 2014 Real-Time,NI Execution Services for LabVIEW 2014 Real-Time,National Instruments,
一键GHOST v2017.02.17,一键GHOST v2017.02.17,DOS之家,
GigECam Driver & Tools version 3.3.0.4237,GigECam Driver & Tools version 3.3.0.4237,The Imaging Source Europe GmbH,
NI SignalExpress 2013 Core,NI SignalExpress 2013 Core,National Instruments,
NI MXS 5.5.0f0 for LabVIEW Real-Time,NI MXS 5.5.0f0 for LabVIEW Real-Time,National Instruments,
NI Sound and Vibration Toolkit LabVIEW 2013 Support,NI Sound and Vibration Toolkit LabVIEW 2013 Support,National Instruments,
NI SignalExpress 2013 LabVIEW Support,NI SignalExpress 2013 LabVIEW Support,National Instruments,
NI-RIO Chinch 13.0,NI-RIO Chinch 13.0,National Instruments,
NI-RIO Mite 13.0 (64-bit),NI-RIO Mite 13.0 (64-bit),National Instruments,
NI LabVIEW 2013 Integer Math and Analysis,NI LabVIEW 2013 Integer Math and Analysis,National Instruments,
NI Atomic PXIe Peripheral Module Driver 2.3.1 for Phar Lap ETS,NI Atomic PXIe Peripheral Module Driver 2.3.1 for Phar Lap ETS,National Instruments,
NI System API RT 5.5.0,NI System API RT 5.5.0,National Instruments,
NI-IMAQdx 4.2.0 .NET Support,NI-IMAQdx 4.2.0 .NET Support,National Instruments,
NI Sound and Vibration Assistant 64-bit,NI Sound and Vibration Assistant 64-bit,National Instruments,
NI-IMAQ IO 2.7.0,NI-IMAQ IO 2.7.0,National Instruments,
Z-TEK USB-to-Serial Driver,Z-TEK USB-to-Serial Driver,ZTEK,
NI VisionRun-Time Engine 2013 .NET,NI VisionRun-Time Engine 2013 .NET,National Instruments,
超级录屏 9.1,超级录屏 9.1,北京锐动天地信息技术有限公司,
腾讯视频,腾讯视频,腾讯科技(深圳)有限公司,
搜狗拼音输入法 6.0正式版,搜狗拼音输入法 6.0正式版,Sogou.com,
Teledyne DALSA Sapera LT SDK 8.11.01.1620,Teledyne DALSA Sapera LT SDK 8.11.01.1620,Teledyne DALSA,
搜狗拼音输入法7.7正式版,搜狗拼音输入法7.7正式版,Sogou.com,
DRIVER,DRIVER,yulong,
NI Example Finder 19.0,NI Example Finder 19.0,National Instruments,
NI分布式系统管理器2019,NI分布式系统管理器2019,National Instruments,
NI USI 64-bit,NI USI 64-bit,National Instruments,
NI TDMS 19.0,NI TDMS 19.0,National Instruments,
NI LabVIEW 2019 Report Generation Toolkit License,NI LabVIEW 2019 Report Generation Toolkit License,National Instruments,
NI System Configuration 19.5.0 LabVIEW Support,NI System Configuration 19.5.0 LabVIEW Support,National Instruments,
NI DataSocket 19.0（64位）,NI DataSocket 19.0（64位）,National Instruments,
NI系统Web服务器 2019,NI系统Web服务器 2019,National Instruments,
NI LabVIEW 2019 SP1 (64-bit),NI LabVIEW 2019 SP1 (64-bit),National Instruments,
NI LabVIEW (64 bit) Merge Utility 2019,NI LabVIEW (64 bit) Merge Utility 2019,National Instruments,
NI LabVIEW 2019部署许可证,NI LabVIEW 2019部署许可证,National Instruments,
NI错误报告 2019,NI错误报告 2019,National Instruments,
NI SLCP 4.0 (64-bit),NI SLCP 4.0 (64-bit),National Instruments,
搜狗输入法9.7b正式版,搜狗输入法9.7b正式版,Sogou.com,
NI Logos 5.8,NI Logos 5.8,National Instruments,
FlyCapture 2.9 Release 11,FlyCapture 2.9 Release 11,Point Grey Research,
PC-cillin 雲端版,PC-cillin 雲端版,Trend Micro Inc.,
趨勢科技協助工具,趨勢科技協助工具,Trend Micro Inc.,
RSLogix 5000 v16.05.00 (CPR 9),RSLogix 5000 v16.05.00 (CPR 9),"Rockwell Automation, Inc.",
FileZilla Client 3.8.0,FileZilla Client 3.8.0,Tim Kosse,
Visual Traceroute,Visual Traceroute,"Ipswitch, Inc.",
ATI Parental Control & Encoder,ATI Parental Control & Encoder,ATI Technologies Inc.,
Catalyst Control Center Localization Swedish,Catalyst Control Center Localization Swedish,ATI,
TippingPoint SMS Client 5.5.4.205331,TippingPoint SMS Client 5.5.4.205331,Trend Micro Incorporated,
NI PXI Platform Framework 1.3.0 64-bit,NI PXI Platform Framework 1.3.0 64-bit,National Instruments,
StatusScope 1.5,StatusScope 1.5,Sciex,
Instrument Software 7.5,Instrument Software 7.5,Tecan Trading AG,
Trend Micro Worry-Free Business Security Advanced,Trend Micro Worry-Free Business Security Advanced,Trend Micro Inc.,
Malwarebytes Anti-Malware version 2.1.6.1022,Malwarebytes Anti-Malware version 2.1.6.1022,Malwarebytes Corporation,
QFolder,QFolder,Hewlett-Packard,
Canon Camera Access Library,Canon Camera Access Library,,
Canon Camera Window MC 6 for ZoomBrowser EX,Canon Camera Window MC 6 for ZoomBrowser EX,,
Canon G.726 WMP-Decoder,Canon G.726 WMP-Decoder,,
Canon Utilities EOS Utility,Canon Utilities EOS Utility,,
Smart Defrag,Smart Defrag,IObit,
Canon Utilities ZoomBrowser EX,Canon Utilities ZoomBrowser EX,,
NetSupport Manager,NetSupport Manager,NetSupport Ltd,
Autodesk Inventor View,Autodesk Inventor View,"Autodesk, Inc.",
Mixed-Signal Circuit Simulator,Mixed-Signal Circuit Simulator,,
PCB123 V2,PCB123 V2,PCB123,
MDSI OpenCNC 6.6 Documentation,MDSI OpenCNC 6.6 Documentation,"Manufacturing Data Systems, Inc.",
AccXES,AccXES,Xerox Corporation,
Corel Business Applications,Corel Business Applications,,
Samsung USB Driver for Mobile Phones,Samsung USB Driver for Mobile Phones,"Samsung Electronics Co., Ltd.",
LibreOffice 5.0.1.2,LibreOffice 5.0.1.2,The Document Foundation,
AVEVA System Platform 2020 R2,AVEVA System Platform 2020 R2,"AVEVA Software, LLC",
Viewpoint Media Player (Remove Only),Viewpoint Media Player (Remove Only),,
Keysight Logging Service,Keysight Logging Service,"Keysight Technologies, Inc.",
Keysight Logging API for .NET Runtime,Keysight Logging API for .NET Runtime,Keysight,
MINT Runtime libraries,MINT Runtime libraries,cetecom,
Keysight T1110A Test Manager 2.0 - Technology Migration Tool,Keysight T1110A Test Manager 2.0 - Technology Migration Tool,Keysight Technologies,
NI TDM Streaming 15.0 (64-bit),NI TDM Streaming 15.0 (64-bit),National Instruments,
FLM_Media,FLM_Media,NCR,
USBCheckPresenter,USBCheckPresenter,NCR APTRA,
FLM_6681,FLM_6681,NCR,
FLM_2012,FLM_2012,NCR,
Far Manager 3,Far Manager 3,Eugene Roshal & Far Group,
FLM_2008,FLM_2008,NCR,
FLM_2009,FLM_2009,NCR,
"HaoZip, версия 4.4.1.9596","HaoZip, версия 4.4.1.9596",HaoZip Software Studio,
USBBrChequeScanner,USBBrChequeScanner,NCR APTRA,
UPDD 06.00.676 version v06.00.676,UPDD 06.00.676 version v06.00.676,Touch-base Ltd,
Lightshot-5.5.0.7,Lightshot-5.5.0.7,Skillbrains,
EPSON L805 Series Printer Uninstall,EPSON L805 Series Printer Uninstall,Seiko Epson Corporation,
Zebra VTMS 3.1 (3.1.0.0),Zebra VTMS 3.1 (3.1.0.0),Zebra,
MagTek OPOS MSR v1.13,MagTek OPOS MSR v1.13,MagTek,
AdvWDT,AdvWDT,Advantech,
Column Manager,Column Manager,Waters Corporation,
WinCC OA 3.15 Desktop UI x86,WinCC OA 3.15 Desktop UI x86,ETM professional control GmbH,
3Dconnexion Plug-In for Photoshop,3Dconnexion Plug-In for Photoshop,3Dconnexion,
Autodesk Factory Design Utilities 2023 Language Pack -  English,Autodesk Factory Design Utilities 2023 Language Pack -  English,Autodesk,
REX Framework,REX Framework,"Autodesk, Inc.",
3Dconnexion Add-In for AutoCAD,3Dconnexion Add-In for AutoCAD,3Dconnexion,
VXelements,VXelements,Creaform,
Autodesk AutoCAD Performance Feedback Tool 1.3.12,Autodesk AutoCAD Performance Feedback Tool 1.3.12,Autodesk,
CAM2,CAM2,"FARO Technologies, Inc.",
FaroArm USB Driver 6,FaroArm USB Driver 6,"FARO Technologies, Inc.",
SCENE Redistributable Package 2.0.24.7240 (64bit),SCENE Redistributable Package 2.0.24.7240 (64bit),"FARO Technologies, Inc.",
Weltrend ICE Driver,Weltrend ICE Driver,"Weltrend Semiconductor, INC",
"Zulu JDK 8.54.0.21 (8u292), 64-bit","Zulu JDK 8.54.0.21 (8u292), 64-bit","Azul Systems, Inc.",
Infragistics NetAdvantage 2006 Vol. 3 CLR 2.0 HotFix - Build.1067,Infragistics NetAdvantage 2006 Vol. 3 CLR 2.0 HotFix - Build.1067,"Infragistics, Inc.",
SIMATIC IT DIS CLIENT V1.3 + SP2 + HF5  ,SIMATIC IT DIS CLIENT V1.3 + SP2 + HF5  ,Siemens AG,
Driver Easy 5.6.10,Driver Easy 5.6.10,Easeware,
TippingPoint SMS Client 5.5.0.204732,TippingPoint SMS Client 5.5.0.204732,Trend Micro Incorporated,
OPOS Driver,OPOS Driver,Partner Tech Corp.,
BPTRSP,BPTRSP,NCR Corporation,
USBElectronicDocumentScanner,USBElectronicDocumentScanner,NCR Aptra,
Care Center,Care Center,Acer Incorporated,
PuTTY release 0.71 (64-bit),PuTTY release 0.71 (64-bit),Simon Tatham,
Face Recognition System,Face Recognition System,NEC Hong Kong Limited,
Camera Stream Controller,Camera Stream Controller,VIVOTEK INC.,
