scale,caption,vendor,brief
8,Exception Handling,NCR,Exception Handling is a software designed to detect and respond to abnormal conditions in OT/ICS systems.
8,Business Services Interfaces,NCR,Business Services Interfaces (vendor NCR) is designed for OT/ICS to provide secure and reliable communication between systems.
8,USBSkimmingProtectionSolution,NCR,USBSkimmingProtectionSolution is designed to protect OT/ICS systems from malicious USB devices.
9,ECB6Database,NCR,ECB6Database is an industrial control system software for data management and analysis.
8,.NET Assemblies Patch for Advance NDC 05.01.00,NCR,Software designed for monitoring and controlling industrial processes
9,XFS GBRU-GBNA Service Provider,NCR,XFS GBRU-GBNA Service Provider is a software designed for OT/ICS to provide secure access to financial services.
8,MEEICnf,NCR,MEEICnf is a software designed for monitoring and controlling industrial processes
8,Visual C++ 2015 Runtime,NCR,Visual C++ 2015 Runtime is a software development platform for creating applications for OT/ICS systems.
10,Wincor Nixdorf ProBase,Wincor Nixdorf International GmbH,Wincor Nixdorf ProBase is an industrial control system software for automation and process control.
2,Autodesk AutoCAD 2022 - English,"Autodesk, Inc.",Autodesk AutoCAD 2022 is a computer-aided design (CAD) software for 2D and 3D design and drafting.
3,Autodesk App Manager,Autodesk,Autodesk App Manager is a cloud-based application for managing and deploying Autodesk software.
8,BDE5.2 Installer,PFSC,BDE5.2 Installer (vendor PFSC) is designed for OT/ICS to provide secure and reliable communication between devices.
9,NI-DAQmx Timing Installer 2.8.0,National Instruments,NI-DAQmx Timing Installer 2.8.0 is a software for configuring and programming industrial automation systems.
10,NI-RIO Chinch 13.1 for LabVIEW Real-Time,National Instruments,NI-RIO Chinch 13.1 for LabVIEW Real-Time is a software designed for OT/ICS applications.
9,NI USB3 Vision 1.2.1 64-bit Support,National Instruments,NI USB3 Vision 1.2.1 64-bit Support is a software designed for OT/ICS to enable machine vision applications.
9,NI-RIO Mite 13.1 for LabVIEW Real-Time,National Instruments,NI-RIO Mite 13.1 for LabVIEW Real-Time is a software for developing and deploying real-time applications for OT/ICS.
10,NI LabVIEW 2013 SP1 Real-Time Support for cDAQ,National Instruments,NI LabVIEW 2013 SP1 Real-Time Support for cDAQ is a software designed for OT/ICS.
9,NI-IMAQdx 4.3.5,National Instruments,"NI-IMAQdx 4.3.5 is a software designed for acquiring, viewing, and manipulating images from cameras for OT/ICS applications."
8,NI Enhanced DSC Deployment Support for LabVIEW 2012 SP1,National Instruments,NI Enhanced DSC Deployment Support for LabVIEW 2012 SP1 is designed for deploying distributed system applications to real-time targets
10,NI LabVIEW 2013 SP1 Deployable License,National Instruments,NI LabVIEW 2013 SP1 Deployable License is a software designed for developing and deploying industrial control systems.
8,NI-RIO Common Files for LabVIEW 2012 (32-bit),National Instruments,NI-RIO Common Files for LabVIEW 2012 (32-bit) is a software for programming and controlling industrial automation systems.
8,NI-Serial 4.0 for LabVIEW Real-Time,National Instruments,NI-Serial 4.0 for LabVIEW Real-Time is a software for communication between devices and computers in OT/ICS systems.
9,NI-IMAQ Configuration 3.7.0 64-bit Support,National Instruments,NI-IMAQ Configuration 3.7.0 64-bit Support is a software for configuring and controlling industrial imaging systems.
9,NI LabVIEW 2013 SP1 Web Server,National Instruments,NI LabVIEW 2013 SP1 Web Server is a software for creating web-based applications for monitoring and controlling OT/ICS systems
9,NI LabVIEW 2013 SP1 FPGA文档,National Instruments,NI LabVIEW 2013 SP1 FPGA文档 is a software for programming and controlling industrial automation systems.
10,NI-RIO Mite 13.1 (64-bit),National Instruments,NI-RIO Mite 13.1 (64-bit) is a software designed for programming and controlling National Instruments hardware for OT/ICS applications.
9,NI-DAQmx STC 1.12.0,National Instruments,NI-DAQmx STC 1.12.0 is a software for data acquisition and control of industrial automation systems.
10,NI-DAQmx ADE Support 9.8.0,National Instruments,NI-DAQmx ADE Support 9.8.0 is a software designed for data acquisition and control of OT/ICS systems.
8,VI Package Manager 2013,JKI,VI Package Manager 2013 is a software designed for managing and deploying LabVIEW software packages
9,NI Vision Acq Remote Provider LV2013,National Instruments,NI Vision Acq Remote Provider LV2013 is a software for remote acquisition and control of industrial imaging systems.
10,NI CompactRIO Module Config API Runtime 13.1,National Instruments,NI CompactRIO Module Config API Runtime 13.1 is designed for configuring and monitoring ICS/OT systems
8,NI PXI Platform Services 4.0.1 for LabVIEW Real-Time,National Instruments,NI PXI Platform Services 4.0.1 for LabVIEW Real-Time is a software for developing and deploying real-time applications on PXI systems
10,NI USI 2.1.0 64-Bit,National Instruments,NI USI 2.1.0 64-Bit is a software designed for OT/ICS to monitor and control industrial processes.
8,NI Vision Builder AI 2013 Shared Resources,National Instruments,NI Vision Builder AI 2013 Shared Resources is a software for machine vision applications in OT/ICS.
10,NI-IMAQ Configuration Real-Time 3.7.0,National Instruments,NI-IMAQ Configuration Real-Time 3.7.0 is a software designed for OT/ICS to configure and acquire images from cameras.
10,NI Vision Acquisition Express VI 64-bit,National Instruments,"NI Vision Acquisition Express VI 64-bit is a software designed for OT/ICS to acquire, display, and analyze images from cameras and frame grabbers."
9,NI-IMAQdx Real-Time 4.3.0,National Instruments,"NI-IMAQdx Real-Time 4.3.0 is a software designed for industrial control systems to acquire, process, and display images."
7,OpenSSL 1.0.2e Light (32-bit),OpenSSL Win32 Installer Team,OpenSSL 1.0.2e Light (32-bit) is a software designed for secure communication in OT/ICS systems
0,Haali Media Splitter,,"Haali Media Splitter is a media splitter/decoder used for playing and editing MKV, MP4, AVI, and other multimedia files."
10,Server,Ing. Punzenberger COPA-DATA GmbH,Server is an industrial control system software designed for OT/ICS.
3,EasyCash,Janipos,EasyCash is a software for cash register management
8,Firebird ODBC driver 2.0.4.155,Firebird Project,"Firebird ODBC driver 2.0.4.155 is designed for connecting to Firebird databases from Windows, Linux, MacOS, both 32-bit and 64-bit."
8,Cashlogy Updater v2.1.0.6,Azkoyen Group,Cashlogy Updater v2.1.0.6 is designed for monitoring and controlling industrial machines and processes
8,ATOO LEO version 2.52,ATOO SARL,ATOO LEO version 2.52 is designed for OT/ICS to monitor and control industrial processes.
10,PI Software Development Kit (PI SDK) x86,"OSIsoft, LLC",PI Software Development Kit (PI SDK) x86 is designed for developing applications for OT/ICS
8,HPWorkWise64,HP Company,HPWorkWise64 is a software designed for monitoring and controlling industrial automation systems
10,RSLinx Enterprise 5.70.00 (CPR 9 SR 7),"Rockwell Automation, Inc.",RSLinx Enterprise 5.70.00 is an industrial communication software for connecting Rockwell Automation devices to HMI and SCADA systems.
0,LibreOffice 6.1.5.2,The Document Foundation,"LibreOffice 6.1.5.2 is a free and open-source office suite for creating documents, spreadsheets, presentations, and more."
3,HP Hotkey Support,HP Inc.,HP Hotkey Support is a software for controlling hotkeys on HP laptops
10,FactoryTalk View Site Edition Client 10.00.00 (CPR 9 SR 10),"Rockwell Automation, Inc.",FactoryTalk View Site Edition Client 10.00.00 is an industrial control system software for monitoring and controlling processes.
10,Patch Install 05.Mar.2018 Patch Rollup,"Rockwell Automation, Inc.","Patch Install 05.Mar.2018 Patch Rollup is designed for OT/ICS by Rockwell Automation, Inc."
10,RSLogix 5 English 9.00.00 (CPR 9),"Rockwell Automation, Inc.",RSLogix 5 English 9.00.00 (CPR 9) is a software designed for programming and monitoring of industrial automation systems.
9,DS,Pelco,DS (vendor Pelco) is a software designed for OT/ICS to monitor and control industrial processes.
9,DS ControlPoint,Pelco,DS ControlPoint is an industrial control system software for monitoring and controlling physical processes.
10,TIA Administrator - AWB Licensing Module  V1.0 + SP1,Siemens AG,TIA Administrator - AWB Licensing Module V1.0 + SP1 is designed for managing licenses of Siemens AG's industrial automation products
0,Corel Burn.Now Lenovo Edition,Corel Corporation,Corel Burn.Now Lenovo Edition is a software for burning CDs and DVDs.
2,Realtek USB 2.0 Card Reader,Realtek Semiconductor Corp.,Realtek USB 2.0 Card Reader is a device driver for USB card readers.
2,Autodesk Volo View 3.0,Autodesk,Autodesk Volo View 3.0 is a 3D viewing and markup tool for CAD files.
2,LightScribe System Software,LightScribe,LightScribe System Software is a labeling software for optical discs.
8,FLIR IR Monitor,FLIR Systems,FLIR IR Monitor is a software designed for monitoring and controlling industrial processes
7,HP ProtectTools Security Manager,Hewlett-Packard Company,HP ProtectTools Security Manager is a security suite designed to protect OT/ICS systems from malicious attacks.
9,FLIR IRMonitor,FLIR Systems,FLIR IRMonitor is an industrial monitoring software for thermal imaging cameras.
0,HP Color LaserJet CP3525 PCL 6 [HP Color LaserJet CP3525 PCL 6],HP,HP Color LaserJet CP3525 PCL 6 is a printer driver for HP Color LaserJet CP3525 printer.
10,Studio 5000 Logix Designer v21.00.00 (CPR 9 SR 5.1),"Rockwell Automation, Inc.",Studio 5000 Logix Designer v21.00.00 is a software designed for programming and configuring Rockwell Automation's Logix5000 family of controller's for OT/ICS applications.
10,Studio5000 Task Monitor,Rockwell Automation,Studio5000 Task Monitor is a software designed for monitoring and controlling OT/ICS systems.
8,C-more Programming Software Ver2.78 (C:\Program Files (x86)\AutomationDirect\C-more),Automation Direct.com,C-more Programming Software Ver2.78 is a software designed for programming and monitoring of Automation Direct's HMI and SCADA systems.
8,C-more Programming Software Ver2.78 (C:\Program Files (x86)\AutomationDirect\C-more_2),Automation Direct.com,C-more Programming Software Ver2.78 is a software designed for programming and monitoring of Automation Direct's HMI and SCADA systems.
7,WinSCP 5.17.9,Martin Prikryl,WinSCP 5.17.9 is a secure file transfer client for Windows
3,ComponentOne VS FlexGridPro 8.0,"ComponentOne, LLC",ComponentOne VS FlexGridPro 8.0 is a data grid control for Windows Forms applications.
0,K-Lite Codec Pack 14.5.5 Full,KLCP,K-Lite Codec Pack 14.5.5 Full is a collection of audio and video codecs for media playback
8,NI Vision Assistant 2014,National Instruments,NI Vision Assistant 2014 is a software for machine vision applications in OT/ICS.
10,NI LabVIEW 2014 Real-Time Support for IMAQ,National Instruments,"NI LabVIEW 2014 Real-Time Support for IMAQ is designed for OT/ICS to acquire, process, display, and store images from cameras and frame grabbers."
8,NI LabVIEW 2014 FPGA Documentation,National Instruments,NI LabVIEW 2014 FPGA Documentation is a software for programming and controlling FPGA devices for industrial automation.
10,NI-RIO 14.0.1,National Instruments,NI-RIO 14.0.1 is a software designed for programming and controlling industrial automation systems.
8,NI-IMAQ Camera Files 14.0.0,National Instruments,NI-IMAQ Camera Files 14.0.0 is a software for image acquisition and processing for OT/ICS applications.
8,NI Vision Assistant 2014 .NET,National Instruments,NI Vision Assistant 2014 .NET is a software designed for machine vision applications in OT/ICS.
9,NI FlexRIO Chinch 14.0,National Instruments,NI FlexRIO Chinch 14.0 is a software designed for programming and controlling industrial automation systems.
9,NI-KAL 14.0 for LabVIEW Real-Time,National Instruments,NI-KAL 14.0 for LabVIEW Real-Time is a software designed for developing and deploying real-time applications for OT/ICS.
9,NI LabVIEW 2014 Integer Math and Analysis,National Instruments,NI LabVIEW 2014 Integer Math and Analysis is a software designed for data analysis and mathematical operations in OT/ICS.
10,NI-MXDF 3.1.0f0 for Phar Lap ETS,National Instruments,NI-MXDF 3.1.0f0 is a software designed for OT/ICS to control and monitor industrial systems.
8,NI Certificate Storage Component 2014,National Instruments,NI Certificate Storage Component 2014 is a software designed for securely storing certificates and keys used in OT/ICS systems.
