scale,caption,vendor,brief
5,NI-DAQmx Timing Installer 17.1.0,National Instruments,NI-DAQmx Timing Installer 17.1.0 is a software designed for OT/ICS to provide timing and synchronization for data acquisition and control applications.
4,NI-DAQmx support for LabVIEW 17.1.0,National Instruments,"NI-DAQmx is a software designed for data acquisition, control, and automation of measurement devices for OT/ICS applications."
4,Analyst® 1.6.3 Patch for Audit Trail Issue,AB SCIEX,Software Analyst® 1.6.3 Patch for Audit Trail Issue (vendor AB SCIEX) is designed for OT/ICS to provide audit trail capabilities.
2,Evince 2.32.0.145,(Custom build),Evince 2.32.0.145 is a custom build software for viewing documents.
4,Sentinel System Driver,,Sentinel System Driver is a software designed for OT/ICS to provide secure access to hardware keys.
4,Ethernet Bus 1.0.0.361,Pleora Technologies Inc,Ethernet Bus 1.0.0.361 is designed for OT/ICS to provide secure and reliable data transmission.
4,Maint 9.0.3 - Installation réseau,GES TECHNOLOGIES INC.,Maint 9.0.3 is a software designed for monitoring and controlling OT/ICS systems
5,RSLinx Classic 2.51.00 (CPR 7),"Rockwell Automation, Inc.",RSLinx Classic 2.51.00 (CPR 7) is a software designed for OT/ICS to enable communication between Rockwell Automation devices and software applications.
2,Crimson Editor SVN286M,Emerald Editor Community,Crimson Editor SVN286M is a text editor for programming and scripting languages.
2,PDF Writer,,PDF Writer is a software for creating and editing PDF documents
2,TeamViewer 7,TeamViewer,TeamViewer 7 is a remote access software for desktop sharing and file transfer
0,Roxio Creator DE 10.3,Roxio,"Roxio Creator DE 10.3 is a multimedia suite for creating and editing audio, video, and photos."
3,MultiRes (remove only),,MultiRes is a software designed for monitoring and controlling industrial processes
3,Deployment Manager SSMS add-in 1,Red Gate Software Ltd,Deployment Manager SSMS add-in 1 is a software for managing and deploying SQL Server databases
2,ATI Catalyst Install Manager,"ATI Technologies, Inc.",ATI Catalyst Install Manager is a software for managing and configuring ATI graphics cards.
2,SolarWinds Real-time NetFlow Analyzer,SolarWinds,SolarWinds Real-time NetFlow Analyzer is a network traffic monitoring tool
3,Enterprise Security Reporter - Discovery Console,ScriptLogic Corporation,Enterprise Security Reporter - Discovery Console is a software designed to monitor and report on the security of OT/ICS systems.
4,NI-DIM 1.0.0,National Instruments,NI-DIM 1.0.0 is a software designed for monitoring and controlling industrial automation systems.
4,NI-DAQmx Switch Core 1.10.49152,National Instruments,NI-DAQmx Switch Core 1.10.49152 is a software designed for controlling and monitoring industrial automation systems.
4,NI IVI Compliance Package 2.1,National Instruments,"NI IVI Compliance Package 2.1 is a software designed for developing, verifying, and deploying instrument drivers for OT/ICS applications."
4,NI IVI Engine 2.0,National Instruments,NI IVI Engine 2.0 is a software designed for developing and deploying industrial control systems.
3,NI Timing 1.1.0,<no manufacturer>,NI Timing 1.1.0 is a software for generating and managing timing signals for industrial control systems.
5,NI-488.2 Provider for MAX version 2.6,National Instruments,NI-488.2 Provider for MAX version 2.6 is a software designed for controlling and monitoring OT/ICS systems.
4,NI LabVIEW Deployable License 8.5.0,National Instruments,NI LabVIEW Deployable License 8.5.0 is a software for developing and deploying applications for industrial automation and control systems
4,Festo Configuration Tool Plugin CMMS-AS (V1.0.0.151),Festo,Festo Configuration Tool Plugin CMMS-AS (V1.0.0.151) is a software designed for configuring and monitoring industrial automation systems.
5,SIMATIC  STEP 7 V5.5 Professional - 2010  ,Siemens AG,"SIMATIC STEP 7 V5.5 Professional - 2010 is a programming software for Siemens S7 PLCs, designed for OT/ICS applications."
4,Festo Configuration Tool Plugin CMMS-AS (V1.1.0.438),Festo,Festo Configuration Tool Plugin CMMS-AS (V1.1.0.438) is a software designed for configuring and monitoring industrial automation systems.
5,Siemens Automation License Manager V5.0 + SP1 Professional 2010  ,Siemens AG,Siemens Automation License Manager V5.0 + SP1 Professional 2010 is a software designed for managing licenses of Siemens automation products for OT/ICS.
4,FlexPro,Weisang GmbH & Co. KG,"FlexPro is an industrial automation software for data acquisition, analysis, and visualization."
-1,,Your Company Name,OutputParserException
0,Nero Multimedia Suite,MKN,Nero Multimedia Suite is a suite of multimedia software for Windows-based PCs
5,Automation License Manager V2.2 + HF2  ,Siemens AG,Automation License Manager V2.2 + HF2 is a software designed for OT/ICS from Siemens AG.
5,SIMATIC Interface Editor,Siemens AG,SIMATIC Interface Editor is a software for configuring and programming Siemens SIMATIC HMI and SCADA systems.
0,LibreOffice 4.3.5.2,The Document Foundation,"LibreOffice 4.3.5.2 is a free and open-source office suite for creating documents, spreadsheets, presentations, and more."
4,NI System Configuration Runtime 5.0.0,National Instruments,NI System Configuration Runtime 5.0.0 is a software designed for configuring and managing National Instruments hardware.
5,NI-488.2 3.0 Development Support,National Instruments,NI-488.2 3.0 Development Support is a software for controlling GPIB instruments in OT/ICS applications
5,NI MAX Remote Configuration Installer 5.0,National Instruments,NI MAX Remote Configuration Installer 5.0 is designed for configuring and managing remote devices in OT/ICS environments.
5,NI-MXDF 1.12.0f0,National Instruments,NI-MXDF 1.12.0f0 is a software designed for OT/ICS to monitor and control industrial processes.
5,NI IO Trace 3.0.0,National Instruments,NI IO Trace 3.0.0 is a software designed for monitoring and troubleshooting of OT/ICS systems
4,NI-PAL 2.7.0f0,National Instruments,NI-PAL 2.7.0f0 is a software designed for programming and automating industrial control systems.
4,NI Measurement & Automation Explorer 5.0.0,National Instruments,NI Measurement & Automation Explorer 5.0.0 is a software for monitoring and controlling industrial automation systems
4,NI PXI SystemAPI Expert 2.6.2,National Instruments,NI PXI SystemAPI Expert 2.6.2 is designed for developing and deploying real-time applications for OT/ICS
4,NI-DAQmx Documentation 9.3.5,National Instruments,NI-DAQmx Documentation 9.3.5 is a software for data acquisition and control systems for OT/ICS
5,NI RTSI Cable Core Installer 1.0.0,National Instruments,NI RTSI Cable Core Installer 1.0.0 is designed for OT/ICS to enable communication between multiple devices.
4,NI-DMM 3.0.5,National Instruments,NI-DMM 3.0.5 is a software designed for data acquisition and instrument control for OT/ICS applications.
5,NI-SCOPE Run-Time 3.8.5,National Instruments,"NI-SCOPE Run-Time 3.8.5 is a software designed for OT/ICS to acquire, analyze, and visualize signals from oscilloscopes."
5,NI-1588 Configuration 1.1.0 LabVIEW Real-Time Support,National Instruments,NI-1588 Configuration 1.1.0 LabVIEW Real-Time Support is designed for OT/ICS to provide real-time control and monitoring of industrial systems.
4,NI mDNS Responder 1.4 for LabVIEW Real-Time,National Instruments,NI mDNS Responder 1.4 for LabVIEW Real-Time is a software for enabling network communication between devices on a local network.
4,NI-DAQmx support for LabVIEW 2.1.0,National Instruments,"NI-DAQmx is a software designed for data acquisition, signal conditioning, and analysis for OT/ICS applications."
5,NI-MRU 2.11.1f0,National Instruments,NI-MRU 2.11.1f0 is a software designed for monitoring and controlling industrial automation systems.
4,NI SCXI 1.15.0,National Instruments,NI SCXI 1.15.0 is a software designed for data acquisition and control of industrial automation systems.
5,NI-APAL 2.1 Error Files for LabVIEW RT,National Instruments,NI-APAL 2.1 Error Files for LabVIEW RT is designed for real-time monitoring and control of OT/ICS systems.
5,NI-1588 Configuration 1.1.0,National Instruments,NI-1588 Configuration 1.1.0 is a software designed for configuring and managing OT/ICS systems.
0,TP-LINK Wireless Configuration Utility,TP-LINK,TP-LINK Wireless Configuration Utility is a software for configuring and managing TP-LINK wireless routers and adapters.
5,SIMATIC AuthorsW V2.5 + ServicePack 1,,SIMATIC AuthorsW V2.5 + ServicePack 1 is a software designed for OT/ICS to create and maintain automation projects.
2,High-Definition Video Playback,Nero AG,High-Definition Video Playback software for media playback and streaming.
5,NI-488.2 2.7.3,National Instruments,NI-488.2 2.7.3 is a software designed for controlling and communicating with GPIB instruments in OT/ICS environment.
0,Nero 10 Movie ThemePack Basic,Nero AG,Nero 10 Movie ThemePack Basic is a multimedia software for creating and editing videos and photos.
0,HeidiSQL 3.0,Ansgar Becker,"HeidiSQL 3.0 is a graphical tool for managing MySQL, Microsoft SQL and PostgreSQL databases"
3,CCC Help Norwegian,ATI,CCC Help Norwegian is a software designed to provide support for industrial control systems.
5,SIMATIC S7-PLCSIM V5.4 + SP4 Professional 2010  ,Siemens AG,SIMATIC S7-PLCSIM V5.4 + SP4 Professional 2010 is a software designed for simulating and testing of programmable logic controllers (PLCs) from Siemens AG.
4,NI-VISA Runtime 4.2,National Instruments,NI-VISA Runtime 4.2 is a software for communication with instruments and devices in OT/ICS systems
4,Automation License Manager V1.1 + SP1,,Automation License Manager V1.1 + SP1 is a software designed for managing licenses of OT/ICS systems.
2,Mouse Suite for Desktop Computers,Dell,Mouse Suite for Desktop Computers (vendor Dell) is a software for controlling mouse functions
5,SIMATIC  STEP 7 V5.4 + SP5  ,Siemens AG,"SIMATIC STEP 7 V5.4 + SP5 is a software designed for programming, testing and commissioning of Siemens programmable logic controllers (PLCs)."
5,SIMATIC LanguageSupportTool,Siemens AG,SIMATIC LanguageSupportTool is a software designed for programming and configuring Siemens automation systems.
5,MOVITOOLS-MotionStudio,SEW-EURODRIVE GmbH & Co KG,"MOVITOOLS-MotionStudio is a software designed for programming, commissioning, and diagnostics of SEW-EURODRIVE motion control systems."
5,PLCEditor für MOVITOOLS MotionStudio,SEW Eurodrive GmbH & Co. KG,PLCEditor für MOVITOOLS MotionStudio is a software designed for programming and configuring SEW Eurodrive GmbH & Co. KG's motion controllers.
4,Cognex DataMan-Software v3.5.2,Cognex,Cognex DataMan-Software v3.5.2 is a software designed for industrial automation and machine vision applications.
0,FileZilla Client 3.57.0,Tim Kosse,FileZilla Client 3.57.0 is a FTP/FTPS/SFTP client
4,SDKs x86,Basler,SDKs x86 (vendor Basler) is designed for OT/ICS applications.
4,PylonC.NET Runtime Environment x86,Basler,PylonC.NET Runtime Environment x86 is a software for controlling and managing industrial cameras.
5,RSView32 7.60.00,"Rockwell Automation, Inc.",RSView32 7.60.00 is a HMI/SCADA software for monitoring and controlling industrial automation processes
5,Crimson 3.1,Red Lion Controls Inc.,Crimson 3.1 is an industrial control system software for monitoring and controlling automation processes.
3,VNC Server 6.7.4,RealVNC Ltd,VNC Server 6.7.4 is a remote access software for OT/ICS systems
0,WinZip 15.0,"WinZip Computing, S.L. ",WinZip 15.0 is a file compression and archiving software.
5,File comuni SIMATIC ProTool/Pro V6.0 + ServicePack 3,,File comuni SIMATIC ProTool/Pro V6.0 + ServicePack 3 is a software designed for OT/ICS.
3,VIP Access SDK (1.1.0.2) ,Symantec Inc.,VIP Access SDK (1.1.0.2) is a software designed for authentication and authorization of OT/ICS systems.
4,NI Error Reporting 2012,National Instruments,NI Error Reporting 2012 is a software designed for monitoring and troubleshooting of OT/ICS systems.
4,Panasonic-ID SUNX Control FPTimeChart Core,"Panasonic Industrial Devices SUNX Co., Ltd.",Panasonic-ID SUNX Control FPTimeChart Core is a software for monitoring and controlling industrial processes.
4,Teledyne DALSA Sapera License Manager 7.30.02.218,Teledyne DALSA,Teledyne DALSA Sapera License Manager 7.30.02.218 is designed for managing licenses of OT/ICS software.
4,GC Tool version 5.00,TRI,GC Tool version 5.00 is a software designed for OT/ICS from vendor TRI.
2,AWS Plug-In for Veeam Backup & Replication,Veeam Software Group GmbH,AWS Plug-In for Veeam Backup & Replication provides cloud-native backup and recovery for AWS workloads
4,,LSICorp,LSICorp software is designed for OT/ICS to monitor and control industrial processes.
4,PWOPTOP,POWORLD,PWOPTOP is a software designed for monitoring and controlling industrial processes
3,ITE IT8212 ATA RAID Controller,,ITE IT8212 ATA RAID Controller is a hardware RAID controller for storage systems
